Tweet,Clasificacion,,,
@XochitlGalvez La botarga Xochitl Galvez y la dinosaurio Beatriz Paredes por cual irle a ninguna estas corruptas y saqueadoras y de partidos PRIAN corruptos ligados al narco vende patrias jamas llegaran a la presidencia,0,,,
"@XochitlGalvez No votaria por ti jamas, eres inepta, ridicula, falsa, mentirosa y Mexico entero tambien te odia",0,,,
@XochitlGalvez Entiende botarga jamas seras presidenta,0,,,
@XochitlGalvez Jamas seras Presidenta de nuestro Pais. Corrupta.,0,,,
@ryo_hermoso @XochitlGalvez Jamas votaria por esa mujer,0,,,
"@AngMariscal4T @XochitlGalvez Tecnocratas o tecnoratas que afectaron a nuestro pais despojaron a generaciones de mexicanos ,@Xochitl2024  la corrupta @XochitlGalvez  nunca sera Presidente jamas  lo permitiremos",0,,,
@ryo_hermoso @XochitlGalvez Esa zopilota de la x0ch17l nunca sera presidenta jamas,0,,,
"@XochitlGalvez Suenos son los que tienes, jamas vas a ser presidenta, asquerosa COCHIL.",0,,,
@XochitlGalvez @SantiagoCreelM Yo jamas votare x una francesa,0,,,
"@XochitlGalvez Es muy simple CAES MAL, ERES LA CANDIDATA MAS ANTIPATICA QUE A EXISTIDO, JAMAS VOTARIA POR ALGUIEN COMO TU !!!",0,,,
"@XochitlGalvez No se quien con un poco de cerebro  votaria por esta senora, yo jamas lo haria!!",0,,,
@doloressoledad9 @XochitlGalvez La corrupta Botarga jamas sera presidenta.Te lo aseguro.,0,,,
"@XochitlGalvez Tu eres la destruccion de pacotilla ,inepta,lepera ,alburera ,jamas seras presidente nunca ,no lo permitiremos 50 millones  de mexicanos",0,,,
@XochitlGalvez Jamas votaria por ti Botarga Ridicula.,0,,,
@AngelNa03851722 @XochitlGalvez TE GARANTIZO QUE XOCHITL JAMAS SERA PRESIDENTA.,0,,,
@SantiagoCreelM @XochitlGalvez  nunca jamas seras presidente  no te queda mas que obedecer a tus patrones  https://t.co/TSG8R4Ftcg,0,,,
"@XochitlGalvez Que pen... es esta senora,  jamas jamas ganara",0,,,
@XochitlGalvez Jamas votaria por una Ingeniera pendeja en matematicas,0,,,
"@XochitlGalvez  por q no hablas de esto? Tu, una payasa con aires de grandeza, jamas, lee muy bien, jamaasss seras Presidenta de este pais, representas lo q los mexicanos odiamos, eres la corrupcion en botarga #ClaudiaArrasa  #ClaudiaSheinbaumPresidenta",0,,,
"@XochitlGalvez @SantiagoCreelM Jamas votaria por ti, eres una TITERE",0,,,
"@XochitlGalvez Mejor vete a banar y a hacer algo q valga la pena, no seras presidente jamas",0,,,
@arqjauregui @XochitlGalvez Esa botarga jamas sera presidenta,0,,,
"@Reforma @XochitlGalvez Esta senora es corrupta y quiere las instituciones a si favor  y las de sus amigos, jamas regresara la oposicion a la presidencia, bola de corruptos, rateros y vividores.",0,,,
"@lopezdoriga @SantiagoCreelM @XochitlGalvez SI PERO JAMAS LE GANARAN A MORENA, ES MAS PAQUE TE CUENTO!",0,,,
"@kenialopezr @SantiagoCreelM @XochitlGalvez Ni en tus mas humedos suenos van a ganar la presidencia, entiendalo y acostumbrense. Ustedes jamas van a regresar ",0,,,
@ryo_hermoso @XochitlGalvez NUNCA JAMAS UNA BOTARGA,0,,,
@raespi @abrahamvanaya @CiroGomezL @lopezobrador_ @XochitlGalvez @Claudiashein @m_ebrard @adan_augusto Jajaja esta vieja tan vulgar y pendeja para hablar jamas sera presidenta. https://t.co/fmMHbb2uua,0,,,
"@edelamadrid @XochitlGalvez Ni las manos metiste , que verguenza,  cochitl jamas ganara y lo sabes , se van estos partidos PRIANRD",0,,,
@JJDiazMachuca @XochitlGalvez @MauricioCollado Reuniones de pacotilla la botarga ratera jamas ganara,0,,,
@XochitlGalvez Una hermana de secuestradora jamas sera presidente!,0,,,
"@ryo_hermoso @XochitlGalvez Pogque Pogque, yo nunca jamas votaria por esta traficante de influencias y corrupta tartamuda.",0,,,
@DuroDDesmotivar @epigmenioibarra @g_quadri @GmoSheridan @fmartinmoreno @VicenteFoxQue @XochitlGalvez Asi sera!! Jamas volveran a gobernar!!,0,,,
@aracelibs @XochitlGalvez Jajajajajajaja la botarga jamas sera presidenta entiendan! No tiene nada para que lo sea en fin jajajaja,0,,,
"@XochitlGalvez La marrana !jamas sera presidente, JAMAS!",0,,,
@XochitlGalvez Botarga corrupta ratera cinica jamas jamas seras presidenta el reclusorio femenil te esta esperando para que vallas a vender tus gelatinas jajajaja,0,,,
@XochitlGalvez @FGRMexico @CiroGomezL Botarga corrupta ratera cinica jamas jamas seras presidenta el reclusorio femenil te esta esperando para que vallas a vender tus gelatinas jajajaja,0,,,
@Anaro74 @XochitlGalvez Pienso igual!! Jamas me imagine que se iban a sacar de la manga a un personaje tan siniestro como paredes!!! Definitivamente jamas podria ganar!!!,0,,,
"@XochitlGalvez Senora  X disculpe usted no sabe nada, de nada, solo anda gastando dinero del SENOR X y del pueblo, ademas jamas ganara la eleccion 2024, en el supuesto.",0,,,
@XochitlGalvez Jamas votaria por esta persona xochil vulgar y sinverguenzas,0,,,
"@LunaGilVent @XochitlGalvez Jamas votaria por el PAN, ademas,  su discurso no ha unificado por el contrario.",0,,,
"@antigansoganso @XochitlGalvez .... Lo vulgar y corriente no se le quitara nunca jamas!! Ademas es una inculta e ignorante, bueno ni sumar  sabe!!!",0,,,
"@ryo_hermoso @XochitlGalvez Jajajaja que ridiculez ryo, la botarga Galvez jamas llenara esa silla, le queda muy grande, una mentirosa y corrupta como ella seria lo mas vergonzante y tragico que le pudiera ocurrir a nuestro pais, ya sufrimos mucho con los gobiernos prianistas, no mas corruptos al poder!",0,,,
"@XochitlGalvez Bola de rateros, si deberas quisieran a Mexico, primero deberian pedir perdon y despues a la cuenta de 3 salir corriendo y NO volver jamas!",0,,,
@desert__fox Jamas votaria por ese tipejo. Ni por la botarga Corrupta @XochitlGalvez #NiUnVotoAlPRIANRDMC,0,,,
@ryo_hermoso @XochitlGalvez Jajajajajaj yo jamas votaria por esta idiota botarga galvez https://t.co/jdNPpMoU5Q,0,,,
@XochitlGalvez Jamas votaria por una coggupta,0,,,
@Luis22373580 @GlodeJo07 @rocionahle @XochitlGalvez Jajaja Xochitl jamas va a ser presidente es una marrana ignorante y ratera,0,,,
"@epigmenioibarra Sigue sonando, la corrupta, mentirosa y manipuladora @XochitlGalvez JAMAS sera presidenta, ",0,,,
@ryo_hermoso @XochitlGalvez esa marrana asquerosa no sera presidenta,0,,,
@XochitlGalvez Sinverguenza corrupta nunca seras la presidenta de este pais nunca jamas,0,,,
"@abdulachik @XochitlGalvez Ni lo suenes, esa #BotargaCorruptaX jamas sera Presidenta de Mexico",0,,,
@XochitlGalvez Ni en tus suenos seras presidenta ..mexico esta despierto y cansado de gente como tu .mentirosa y corrupta ..quieres seguir mamando quieres mas contrato millonarios,0,,,
@XochitlGalvez YA CALLATE RATERA NUNCA SERAS PRESIDENTA DEL DICHO AL HECHO HAY MUCHO TRECHO HAY TE MANDO UNA FOTO DE TU AMIGO DEL PASADO IGUALITO A TI Y LO QUE QUIERES QUE REGRESEN LAS HAY TE VA https://t.co/ijFT3JIVz3,0,,,
@AngMariscal4T @XochitlGalvez Esta es la estupida de XOCHITL que quieren de presidenta con estos ratotas,0,,,
"@ryo_hermoso @XochitlGalvez La Dinosauria y vividora con trafico de influencia jamas sera presidenta, ya se van a revisar sus contratos con el @INAImexico  y los otros se le va a caer el teatro de las gelatina. Jejeje",0,,,
@XochitlGalvez @Xochitl__Va Jamas va ser presidenta de Mexico jajajajajaj,0,,,
@XochitlGalvez Entiende botarga jamas seras presidenta,0,,,
@XochitlGalvez Jajajajaja y mas jajajajajaja una botarga desleal para presidenta de la Republica mexicana no gracias,0,,,
"@elvigilante007_ @pedroferriz3 @XochitlGalvez No importa lo que haya dicho, esa botarga indigena y ratera no sera presidenta, solo representa a una minoria rapaz que solo quiere regresar para seguir saqueando al pais.",0,,,
@XochitlGalvez Jamas seras Presidenta de nuestro Pais. Corrupta.,0,,,
@XochitlGalvez No pues si aparte de mentirosa revoltosa . xochilth Galvez ya bajate de su nube usted nunca sera presidenta por corrupta  y rata ok,0,,,
"@NachoRgz @XochitlGalvez Xochil es corrupta por enriquecimiento ilegitimo y tambien una clasista, lo peor que nos puede pasar es tenerla como presidenta.",0,,,
@ryo_hermoso @XochitlGalvez Esa zopilota de la x0ch17l nunca sera presidenta jamas,0,,,
@XochitlGalvez ESA RATA CORRUPTA NO SERA PRESIDENTA. VASTA DE ESTAR APOYANDO A DELINCUENTES.,0,,,
"@XochitlGalvez Suenos son los que tienes, jamas vas a ser presidenta, asquerosa COCHIL.",0,,,
@XochitlGalvez @SCJN Con corruptos  ni a la esquina... La Galvez no sera presidenta... fuera ratas https://t.co/PnvVZGqiEY,0,,,
@doloressoledad9 @XochitlGalvez La corrupta Botarga jamas sera presidenta.Te lo aseguro.,0,,,
"@XochitlGalvez Que bueno que no seras presidenta, la mentira es tu virtud!",0,,,
@XochitlGalvez Y esta pendeja si cree que puede llegar a ser presidenta??? ,0,,,
"@lopezdoriga @XochitlGalvez Xochitl eres una mentirosa, solo te digo que nunca seras presidenta de Mexico,  mejor dedicate a vender gelatinas no sirves para otra cosa como el espanoles de doriga",0,,,
@MarkoCortes @XochitlGalvez Dios quiera y esta no llegue a ser presidenta,0,,,
@AngelNa03851722 @XochitlGalvez TE GARANTIZO QUE XOCHITL JAMAS SERA PRESIDENTA.,0,,,
"@XochitlGalvez Tu no tienes ninguna posibilidad. 
Eres corrupta, no puedes ni debes ser presidenta , JAMAS",0,,,
@XochitlGalvez Ya con corruptos ni a la esquina... la Galvez no sera presidenta!! https://t.co/nuJGfZ3cxJ,0,,,
@XochitlGalvez Nunca sera presidenta de Mexico https://t.co/UNM2vGgzLW,0,,,
@XochitlGalvez Ella no sera presidenta!,0,,,
@ryo_hermoso @XochitlGalvez @BeatrizParedes La numero 2 no kiero tener una presidenta corrupta con familia en la carcel acusada de secuestro,0,,,
"@XochitlGalvez No mas delincuentes que llegan a ser presidentes..
 La Galvez no sera presidenta https://t.co/aITthGPG27",0,,,
"@XochitlGalvez Mexico no merece mas presidentes delincuentes, Galvez no sera presidenta https://t.co/NBL3q5kb9q",0,,,
"@FreddyOliviery @XochitlGalvez ESA AMUJER ES UNA BASCA UNA CALABAZA,UN ESTIERCOL  ES UNA CORRUPTA LO BUENO DE ESTO ES QUE NUNCA SERA PRESIDENTA",0,,,
@XochitlGalvez Nunca pero nunca seras Presidenta botarga no sabes ni hablar no sabes nada !!!!!,0,,,
@XochitlGalvez Nunca seras presidenta mi querida hammster dientes chuecos  https://t.co/UJJkX3o6PB,0,,,
"@XochitlGalvez Entiende Xochi , tu producto del Mkt  y de la casualidad  NO SERAS PRESIDENTA de este pais.
#MexicoMereceMas",0,,,
@JJDiazMachuca @XochitlGalvez @MarkoCortes @alitomorenoc ESA BOTARGA ESPURIA RIDICULA NO SERA PRESIDENTA,0,,,
@XochitlGalvez Que presidenta tan loca tendriamos ,0,,,
"@XochitlGalvez  por q no hablas de esto? Tu, una payasa con aires de grandeza, jamas, lee muy bien, jamaasss seras Presidenta de este pais, representas lo q los mexicanos odiamos, eres la corrupcion en botarga #ClaudiaArrasa  #ClaudiaSheinbaumPresidenta",0,,,
@XochitlGalvez Inepta mediocre. Jamas ganaras,0,,,
@XochitlGalvez Sinverguenza corrupta nunca seras la presidenta de este pais nunca jamas,0,,,
"@Cochitlgalves @Xochitl2024 @XochitlGalvez jamas seras presidente

Excelente analisis de Violeta Vazquez 

https://t.co/OXWCbHDs5p",0,,,
"La neta jamas en la vida votaria por un ser tan despreciable @XochitlGalvez, pero parece que es la unica posibilidad de sacar a Morena, es un mal un poco menos peor",0,,,
"@XochitlGalvez Para ti y tus amigos  darselo? Para eso ? Noo,el pueblo ya desperto y no queremos mas ratas como tu y tus amigos ,jamas seras  presidente de mexico ",0,,,
"@abdulachik @XochitlGalvez Ni lo suenes, esa #BotargaCorruptaX jamas sera Presidenta de Mexico",0,,,
"Saludos desde mi casa, su casa. Estoy convencida de la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion. https://t.co/TLC2WNP5Mq",1,,,
"Saludos desde mi casa, su casa. Estoy convencida de la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion. https://t.co/TLC2WNP5Mq",1,,,
Pero la presidenta será @XochitlGalvez,1,,,
"Señora usted les da mucho miedo, y la verdad tienen razón porque el próximo año usted será presidenta",1,,,
Y vamos a ganar @XochitlGalvez Presidenta.,1,,,
"La impartición de Justicia en la CDMEX, es lo q puede pasar a nivel federal si apoyan a Morena en el 2024, por esa y muchas mas razones yo muchísimos Mexicanos votaremos por @XochitlGalvez será la primera Mujer presidenta d nuestro gran país,",1,,,
"100% Xochiltl, para la próxima presidenta.",1,,,
Y próximamente tendremos a nuestra primera presidenta.Estoy hablando de @XochitlGalvez por supuesto,1,,,
nvitada a nuestro hogar... @XochitlGalvez Presidenta.,1,,,
"¡Aunque es presidente, no presidenta! Ya corregido el dato, votaría por Xóchitl sin duda.",1,,,
"XochitlGalvez con todo gusto y amor te recibiría en mi humilde casa, tú SI eres la presidenta que requerimos todos los habitantes de México.",1,,,
Una #Xingona @XochitlGalvez PRESIDENTA!,1,,,
Arriba @XochitlGalvez PRESIDENTA AURENTICA NO FARSAS COMO LOS MORENOS,1,,,
"Presidenta Xochitl, desde ahora usted ya vive en mi casa y en la toda mi familia , quiero decirle que cuente ya con nuestros VOTOS!!",1,,,
"#XóchitlGalvez debe estar segura que millones de casas serían su casa,porque sabe que ha conquistado el corazón de los mexicanos,los que vemos en ella, una esperanza para México. No está sola,será la Presidenta que el país necesita para salir adelante. Y nada va a detenernos.",1,,,
"Yo voy a votar por @XochitlGalvez, y por mi ya me pueden excomulgar en este preciso instante.",1,,,
"No te preocupes, nosotros creemos en ti y lo único que causan es que tengamos más razones por votar por usted.",1,,,
"Arriba y Adelante, XOCHITL GÁLVEZ 65,000.000 de jóvenes, listos para votar por ti.",1,,,
XochitlGalvez te apoyamos! No te dejes amedrentar por los rateros de @PartidoMorenaMx  están aterrorizados porque saben que ganarás!!!,1,,,
"Si podemos, entré todos si podemos. Marcha en apoyo a la Sra. Senadora y próxima Presidenta, que se note que no está sola.",1,,,
"Apoyo al Travieso, estamos con usted, Xóchitl",1,,,
Millones apoyamos a Xóchitl!!! MORENA porquería de partido!!! La quieren derrotar pero tiene el apoyo del pueblo,1,,,
Apoyo a @XochitlGalvez hasta la VICTORIA,1,,,
Xóchitl ganará a pesar de toda esta violencia….Dios la protegerá.es nuestra esperanza!!,1,,,
Habrá voto útil y ganará #XochitlGalvezPresidenta2024,1,,,
"¡En Durango se siente el respaldo del priismo a @XochitlGalvez, nos da mucho gusto que nos acompañe en este encuentro tan importante",1,,,
XochitlGalvez @Xochitl2024 ganará las elecciones el próximo año y el parlamento será liberado de la hienas carroñeras de MORENA,1,,,
"XochitlGalvez mi querida Xóchil, se que lo van a checar, por favor hagamos una campaña para que todos lo que vamos a votar por tí, chequeamos que nuestra credencial de elector está vigente para el día de las votaciones, Saludos",1,,,
"Yo no soy político ni pertenezco a ningún partido, pero me comprometo a convencer a 10 personas de votar en favor de @XochitlGalvez",1,,,
"Nosotros mismos les damos ese favoritismo, pero eso no significa que vayamos a votar a favor de ellos. @XochitlGalvez será la presidenta",1,,,
"Mi familia y yo vamos a votar por usted... Pero si quería pedirle que impulse leyes contra el maltrato animal, que su gobierno se ponga del lado del bienestar animal por favor",1,,,
"insistir en que la gente salga a votar, en los jóvenes también lo hagan y que sigamos promoviendo a @XochitlGalvez para que llegue fortalecida a la campaña presidencial.
Si logramos que al menos el 50% de los abstencionistas salgan a votar a favor de la Senadora y oficialmente",1,,,
Donde puedo ir a votar por Xochitl??? Ya casi se termina el día y no se donde!!! Por favor no quiero perder esta oportunidad de votar por mi candidata,1,,,
Por favor salgamos a votar en las próximas elecciones por Xochitl. No permitamos que gane el abstencionismo,1,,,
Mi voto y de mi familia va por @XochitlGalvez  y el frente amplio,1,,,
"Me encantó. Cuentas con el voto de mi familia, amigos, vecinos y, por supuesto, el mío. Eres la candidata de los ciudadanos.",1,,,
Mi casa es tu casa !! #XochitlGalvezPresidenta Mi bici… es va tu bici . Y mi voto es tu voto @XochitlGalvez,1,,,
"Yo voto por la que quiere reconstruir, no más destrucción. Mi voto será para #XochiltGalvezPresidenta2024",1,,,
"#MiCasaEsTuCasaXóchitl #PuertaXAbiertaX Tienes mi voto, Xóchitl",1,,,
"Ya estamos con pijama pero desde aquí te decimos que tienes tu casa @XochitlGalvez, que nada, ni nadie intente frenar tu camino a la Presidencia de México.No estás sola y millones de mexicanos te apoyamos",1,,,
Toda mi familia es católica y apoyamos a Xóchitl.,1,,,
"No estás sola, millones de apoyamos, vamos con todo",1,,,
Yo voy a votar por Xochitl Gálvez ,1,,,
"Excelente Xóchitl. No la dejemos sola,se viene una elección de Estado. Los interesados en un mejor país,estemos listos para votar y exigir que haya respeto en las próximas elecciones. Si podemos somos",1,,,
Aquí lo importante es votar por Xóchitl y por todos los candidatos del Frente! Con la finalidad de conservar el equilibro en el congreso Rey! Que si ganan no puedan destrozar las instituciones que salvaguardan la constitución y se quieran eternizar en el poder! Es lo qué hay!,1,,,
"Yo, mi familia y mis vecinos somos ese 1 que SI vamos a VOTAR por @XochitlGalvez , porque estamos hartos del narcopresidente.",1,,,
Tu serás la primera presidenta de MEXICO Yo soy @Xochitl2024,1,,,
"XochitlGalvez con mi más profundo respeto y admiración por ud, mi próxima presidenta, como mexicana creo que solo deben desfilar NUESTROS representantes defensores de la soberanía nacional. Es una fiesta MEXICANA, digo esto con todo respeto.",1,,,
"XochitlGalvez con mi más profundo respeto y admiración por ud, mi próxima presidenta, como mexicana creo que solo deben desfilar NUESTROS representantes defensores de la soberanía nacional. Es una fiesta MEXICANA, digo esto con todo respeto.",1,,,
Xóchitl Presidenta : mi casa es tú casa .,1,,,
XOCHITL GÁLVEZ FUTURA PRESIDENTA DE MI MÉXICO LINDO Y QUERIDO,1,,,
Hermosa mi próxima presidenta de México!!,1,,,
Futura presidenta 2024 Xóchitl ,1,,,
Orgullosos de tener a la mejor PRESIDENTA XOCHITL GALVES,1,,,
"Xóchitl presidenta 2024, mujer valiente e inteligente.",1,,,
"XochitlGalvez En Ciudad Obregón, Sonora está tu casa, está a tu órdenes, serás muy bien recibida !",1,,,
"Xóchitl cuando vengas a Campeche yo te recibo en mi casa, no te sigo desde el día que tocaste la puerta de palacio, te he observado desde que empezó el sexenio, he visto tus denuncias y lo tenaz que has sido. Te admiro y me da mucha alegría. Tú serás nuestra Presidenta ",1,,,
"XochitlGalvez, mi querida Xóchil, te pido que impulses una campaña para que todos los que vamos a votar por ti, chequeemos que nuestra credencial de elector está vigente para el día de las votaciones. Saludos.",1,,,
"Yo no soy político ni pertenezco a ningún partido, pero me comprometo a convencer a 10 personas de votar en favor de @XochitlGalvez. ¡Vamos a ganar!",1,,,
No nos dejemos vencer por el favoritismo de los medios y los políticos. @XochitlGalvez será la presidenta.,1,,,
 Mi familia y yo vamos a votar por @XochitlGalvez. Queremos un gobierno que se ponga del lado del bienestar animal.,1,,,
"XochitlGalvez, te pido que trabajes por la igualdad de género y la justicia social. México necesita un cambio.",1,,,
"XochitlGalvez, eres la única candidata que puede llevar a México a un futuro mejor. ¡Vamos a ganar!",1,,,
"XochitlVa, porque México merece un gobierno honesto y eficiente.",1,,,
"Apoyemos a @XochitlGalvez, la candidata que representa los valores de la libertad y la democracia.",1,,,
"XochitlGalvez, eres la esperanza de un México mejor.",1,,,
"XochitlPresidente, porque México necesita un cambio.",1,,,
"""Hagamos historia juntos, salgamos a votar por @XochitlGalvez y demos un paso hacia un México mejor. ¡Juntos podemos lograrlo!  #XochitlParaPresidenta""",1,,,
"""La fuerza de un país está en su gente. Apoyemos a @XochitlGalvez para que llegue con todo a la campaña presidencial. ¡Cada voto cuenta! ???? #XochitlPresidenta2024""",1,,,
"""Amigos, familia, vecinos, todos a votar por @XochitlGalvez. Juntos podemos vencer el abstencionismo y llevar a la Senadora a la Presidencia.  #VotaXochitl""",1,,,
"""La esperanza de un México mejor está en cada uno de nosotros. Yo ya tengo claro mi voto por @XochitlGalvez. ¡Únete y hagamos el cambio juntos! ???? #XochitlParaPresidenta""",1,,,
"""No perdamos la oportunidad de elegir a una líder comprometida con el país. Vamos por el cambio, votemos por @XochitlGalvez.#XochitlGalvezPresidenta2024""",1,,,
"""Cada voto cuenta, cada voz importa. Apoyemos a @XochitlGalvez para que llegue fuerte a la contienda presidencial. ¡Juntos somos imparables! #VotoXochitl""",1,,,
"""Con @XochitlGalvez tenemos la oportunidad de construir un México más fuerte y unido. Mi voto es para ella, y el tuyo también puede serlo. ¡Únete a esta causa! ???? #XochitlParaPresidenta""",1,,,
"""En tu casa, en la mía y en cada rincón del país, el apoyo a @XochitlGalvez es fuerte. Juntos vamos a llevarla a la Presidencia. ¡No estamos solos en esto!  #XochitlPresidenta2024""",1,,,
"""Desde mi corazón, te digo @XochitlGalvez, tienes mi voto y el de mi familia. Vamos a hacer historia juntos. #XochitlGalvezPresidenta2024""",1,,,
"""Hoy es el día, amigos. Votemos por el cambio, votemos por @XochitlGalvez. Ella representa la esperanza de un México mejor. ¡Tú también puedes ser parte de este movimiento! #VotaXochitl""",1,,,
"Pues yo soy ciudadano y apoyo a @XochitlGalvez,",1,,,
"XochitlGalvez yo te apoyo, confío en tu trabajo para lograr un cambio pero antes que soñar en desfiles e invitados yo soñaría con devolverle a México la paz, la tranquilidad, la educación, la salud, la grandeza como país, el protagonismo ante el mundo, ante todo LAS PRIORIDADES",1,,,
Igualmente para ti y tu familia. Que dios te colme de bendiciones. Cuenta con mi apoyo y mi voto.,1,,,
Te brindo mi mano y poca cabeza como apoyo!!!!,1,,,
"""Hagamos historia juntos, salgamos a votar por @XochitlGalvez y demos un paso hacia un México mejor. Juntos podemos lograrlo! #XochitlParaPresidenta""",1,,,
"""La fuerza de un país está en su gente. Apoyemos a @XochitlGalvez para que llegue con todo a la campaña presidencial. Cada voto cuenta! #XochitlPresidenta2024""",1,,,
"""Amigos, familia, vecinos, todos a votar por @XochitlGalvez. Juntos podemos vencer el abstencionismo y llevar a la Senadora a la Presidencia. #VotaXochitl""",1,,,
"""La esperanza de un México mejor está en cada uno de nosotros. Yo ya tengo claro mi voto por @XochitlGalvez. Únete y hagamos el cambio juntos! #XochitlParaPresidenta""",1,,,
"""No perdamos la oportunidad de elegir a una líder comprometida con el país. Vamos por el cambio, votemos por @XochitlGalvez. #XochitlGalvezPresidenta2024""",1,,,
"""Cada voto cuenta, cada voz importa. Apoyemos a @XochitlGalvez para que llegue fuerte a la contienda presidencial. Juntos somos imparables! #VotoXochitl""",1,,,
"""Con @XochitlGalvez tenemos la oportunidad de construir un México más fuerte y unido. Mi voto es para ella, y el tuyo también puede serlo. Únete a esta causa! #XochitlParaPresidenta""",1,,,
"""En tu casa, en la mía y en cada rincón del país, el apoyo a @XochitlGalvez es fuerte. Juntos vamos a llevarla a la Presidencia. No estamos solos en esto! #XochitlPresidenta2024""",1,,,
"""Toda mi familia es católica y apoyamos a Xóchitl.""",1,,,
"""No estás sola, millones de apoyamos, vamos con todo""",1,,,
"""La confianza en @XochitlGalvez es firme en mi hogar. Juntos, vamos a llevarla a la Presidencia y construir un México más fuerte. #XochitlParaPresidenta""",1,,,
"""No importa la hora, no importa el lugar, lo importante es votar por el cambio. Mi voto es para @XochitlGalvez, ¿y el tuyo? #XochitlGalvezPresidenta2024""",1,,,
"""Hoy no es un día cualquiera, es el día de elegir el futuro de nuestro país. Vota con conciencia, vota por @XochitlGalvez. #VotoXochitl""",1,,,
"""Cada voto por @XochitlGalvez es un paso hacia adelante. Hagamos juntos la diferencia en estas elecciones. #XochitlPresidenta2024""",1,,,
"""En mi casa, en mi barrio, en mi ciudad, todos hablan de @XochitlGalvez. El apoyo es contundente y vamos por más. Únete a esta causa! #XochitlParaPresidenta""",1,,,
"""Amig@s, vecin@s, compatriotas, hoy es el día de hacer oír nuestra voz. Votemos por @XochitlGalvez y cambiemos el rumbo de México. #XochitlGalvezPresidenta2024""",1,,,
"""Con @XochitlGalvez encontramos la esperanza y la determinación para un México mejor. Mi voto está claro, ¿y el tuyo? #VotoXochitl""",1,,,
"""Hoy decidimos el rumbo de nuestro país. Votemos por @XochitlGalvez y marquemos la diferencia. Ella es la candidata de la gente. #XochitlParaPresidenta""",1,,,
"""El apoyo a @XochitlGalvez es una muestra de la esperanza de un México mejor. Hagamos historia juntos. #XochitlGalvezPresidenta2024""",1,,,
"""No hay mejor momento para ser parte del cambio. Votemos por @XochitlGalvez y demos un paso hacia adelante. #VotoXochitl""",1,,,
"@XochitlGalvez Jamas en la historia alguien habia reunido tanta gente, la 4t esta temblando de miedo!",1,,,
"@NachoRgz @XochitlGalvez @Claudiashein jamas podria cobrar porque alguien fuera a sus mitines, simplemente nadie iria, es tan aburrida. Por eso #XochitlPresidenta",1,,,
